voltmean_24h;rotatemean_24h;pressuremean_24h;vibrationmean_24h;voltsd_24h;rotatesd_24h;pressuresd_24h;vibrationsd_24h;voltmean_5d;rotatemean_5d;pressuremean_5d;vibrationmean_5d;voltsd_5d;rotatesd_5d;pressuresd_5d;vibrationsd_5d
168.41;457.57;100.04;42.70;14.04;39.45;11.27;6.60;175.96;446.62;105.42;40.96;10.20;7.98;11.44;1.23
174.70;457.34;101.42;49.69;17.95;55.54;10.17;6.04;172.12;449.87;100.67;42.74;2.35;8.46;2.97;4.07
170.05;458.25;100.86;46.55;18.39;43.18;8.48;7.57;171.46;453.59;100.60;44.20;2.39;6.77;2.96;3.82
170.42;436.99;99.68;42.03;13.69;33.04;10.07;4.78;171.06;450.47;99.64;44.34;2.35;10.11;2.03;3.70
173.49;442.66;102.34;39.06;16.46;59.83;10.40;4.05;171.41;450.56;100.87;44.00;2.60;10.01;1.07;4.15
171.11;471.40;103.03;41.52;14.34;42.95;9.31;5.24;171.95;453.33;101.47;43.77;2.04;13.67;1.30;4.27
169.99;458.23;100.60;40.57;15.61;43.90;8.25;4.85;171.01;453.51;101.30;41.94;1.45;13.74;1.36;2.81
173.78;457.62;100.36;37.89;18.47;53.09;9.97;4.58;171.76;453.38;101.20;40.21;1.76;13.69;1.42;1.72
178.40;445.54;97.90;39.41;12.86;42.57;11.13;5.12;173.35;455.09;100.85;39.69;3.24;11.49;2.00;1.40
169.25;443.05;99.99;38.34;15.97;41.84;9.19;5.48;172.51;455.17;100.37;39.55;3.71;11.38;1.83;1.51
170.87;435.28;102.29;41.05;12.40;54.37;9.90;5.00;172.46;447.94;100.23;39.45;3.74;9.87;1.57;1.37
166.62;448.17;101.74;39.43;16.24;43.04;7.98;4.25;171.78;445.93;100.45;39.23;4.52;8.12;1.71;1.22
174.21;449.14;97.64;39.59;16.65;47.07;12.56;3.80;171.87;444.23;99.91;39.57;4.57;5.54;2.13;0.97
167.14;449.46;100.53;40.56;15.56;48.87;12.00;4.92;169.62;445.02;100.44;39.80;3.08;6.03;1.81;1.05
168.92;461.03;102.35;41.28;18.48;48.40;8.32;5.15;169.55;448.61;100.91;40.38;3.09;9.13;1.97;0.84
166.27;455.37;102.17;40.29;13.31;49.62;10.70;5.04;168.63;452.63;100.89;40.23;3.28;5.48;1.95;0.75
165.56;445.84;95.89;40.54;16.27;42.49;8.84;5.46;168.42;452.17;99.72;40.45;3.47;6.03;2.86;0.61
165.71;442.82;101.09;41.27;17.63;46.62;9.95;3.05;166.72;450.90;100.41;40.79;1.38;7.34;2.64;0.46
167.08;459.32;102.91;40.68;15.73;61.54;10.11;5.97;166.71;452.88;100.88;40.81;1.37;8.14;2.87;0.45
171.50;458.46;100.91;42.33;15.96;55.05;6.48;5.06;167.23;452.36;100.59;41.02;2.46;7.56;2.75;0.81
175.14;446.49;103.10;40.31;16.83;59.45;7.97;6.04;169.00;450.59;100.78;41.03;4.19;7.71;2.91;0.81
171.25;443.80;100.53;39.40;12.85;44.73;9.18;4.14;170.14;450.18;101.71;40.80;3.78;8.07;1.20;1.09
172.91;468.70;98.08;37.68;18.66;51.47;11.70;4.31;171.58;455.36;101.11;40.08;2.95;10.19;2.05;1.71
175.59;447.43;101.97;39.19;14.26;47.57;8.16;4.66;173.28;452.98;100.92;39.78;2.01;10.42;1.88;1.71
165.26;449.67;97.21;40.17;9.47;45.01;9.58;6.03;172.03;451.22;100.18;39.35;4.17;10.00;2.51;1.05
168.03;457.98;98.99;39.04;11.42;56.03;9.68;4.86;170.61;453.52;99.36;39.09;4.05;9.96;1.91;0.90
169.27;453.93;101.10;40.87;14.20;59.13;10.57;4.93;170.21;455.54;99.47;39.39;4.07;8.40;2.01;1.21
167.03;441.88;99.66;40.04;17.71;55.33;9.44;5.87;169.04;450.18;99.79;39.86;3.94;6.16;1.86;0.76
172.55;456.19;103.19;41.10;10.16;40.28;9.35;3.81;168.43;451.93;100.03;40.24;2.73;6.42;2.25;0.81
165.79;456.91;98.72;40.85;11.92;46.90;8.91;5.68;168.53;453.38;100.33;40.38;2.58;6.60;1.84;0.85
176.13;452.23;100.23;37.70;14.99;46.97;9.50;4.05;170.15;452.23;100.58;40.11;4.21;6.07;1.69;1.41
176.77;463.78;101.57;42.67;14.85;49.31;8.62;5.38;171.65;454.20;100.68;40.47;5.07;8.04;1.74;1.82
170.95;452.71;101.37;39.09;15.40;60.23;10.25;5.07;172.44;456.36;101.02;40.28;4.44;4.63;1.66;1.92
163.04;452.24;97.58;39.72;16.34;48.66;8.70;6.26;170.53;455.57;99.89;40.01;6.10;4.99;1.72;1.87
165.02;437.55;98.11;42.16;13.69;48.68;8.71;4.91;170.38;451.70;99.77;40.27;6.26;9.32;1.84;2.10
166.52;451.36;96.77;50.29;11.91;55.38;9.38;4.25;168.46;451.53;99.08;42.79;5.48;9.32;2.24;4.47
172.60;436.73;99.80;52.44;15.25;46.27;11.58;7.26;167.62;446.12;98.73;44.74;4.02;8.21;1.85;6.20
168.49;453.38;101.05;49.16;15.08;43.39;8.91;5.20;167.13;446.25;98.66;46.75;3.65;8.35;1.74;5.51
173.54;456.87;97.22;47.75;12.45;51.51;9.00;6.89;169.23;447.18;98.59;48.36;3.72;9.38;1.80;3.87
168.59;460.87;103.45;40.63;20.43;52.36;10.61;4.78;169.95;451.84;99.66;48.05;2.98;9.19;2.77;4.49
187.29;451.81;103.00;38.91;13.86;54.31;8.27;5.77;174.10;451.93;100.90;45.78;7.72;9.18;2.53;5.77
186.36;435.47;104.01;40.55;16.84;48.65;9.13;6.11;176.85;451.68;101.75;43.40;9.33;9.71;2.76;4.69
175.42;406.72;102.82;39.28;20.14;64.58;11.84;5.17;178.24;442.35;102.10;41.42;8.23;22.14;2.77;3.62
167.93;427.47;99.54;41.55;15.42;61.38;10.09;4.64;171.62;417.05;100.99;40.36;3.22;34.59;1.10;0.88
174.56;460.91;102.79;39.51;13.99;49.24;12.44;5.02;171.60;433.01;101.23;40.06;3.20;32.18;1.36;0.86
172.40;431.30;100.10;39.13;13.57;51.03;8.60;5.12;171.01;443.03;101.07;39.88;2.54;15.50;1.45;0.96
165.76;451.58;102.36;41.52;15.41;62.23;9.80;4.61;170.16;445.88;101.45;40.27;3.49;15.50;1.51;1.17
165.46;439.65;103.07;39.71;17.83;55.84;10.59;5.12;169.22;442.18;101.57;40.28;4.07;13.97;1.63;1.16
172.82;441.95;93.65;39.77;15.74;47.74;12.47;4.82;170.20;445.08;100.39;39.93;4.27;11.42;3.95;0.92
172.43;460.12;104.05;41.33;15.39;48.07;10.10;3.94;169.78;444.92;100.65;40.29;3.81;11.15;4.17;1.07
171.53;347.98;100.12;39.77;13.33;42.09;8.76;6.68;169.60;428.26;100.65;40.42;3.67;45.61;4.17;0.92
167.12;367.02;99.91;40.39;8.61;52.45;11.82;4.65;169.87;411.34;100.16;40.20;3.35;50.24;4.06;0.69
172.92;455.64;99.75;39.32;14.16;40.86;9.75;4.95;171.37;414.54;99.50;40.12;2.43;52.93;3.72;0.78
164.40;454.25;98.61;40.93;15.93;50.86;11.45;4.24;169.68;417.00;100.49;40.35;3.74;54.77;2.08;0.82
169.70;455.02;101.04;40.14;12.97;48.50;9.25;5.83;169.13;415.98;99.88;40.11;3.42;53.81;0.87;0.61
171.14;457.16;100.33;37.81;11.27;42.42;9.35;5.30;169.06;437.82;99.93;39.72;3.36;39.59;0.89;1.22
172.51;447.53;99.22;40.30;16.86;56.80;11.87;4.47;170.13;453.92;99.79;39.70;3.45;3.73;0.94;1.20
171.54;440.24;100.04;40.42;12.66;43.98;9.66;4.61;169.86;450.84;99.85;39.92;3.21;6.94;0.95;1.22
169.42;456.43;98.26;41.56;14.59;54.60;10.05;4.06;170.86;451.28;99.78;40.04;1.29;7.27;1.07;1.37
171.24;442.24;100.77;39.75;14.88;42.85;9.50;5.15;171.17;448.72;99.73;39.97;1.12;7.84;0.99;1.37
165.80;462.29;102.81;41.95;16.74;55.02;10.00;5.66;170.10;449.74;100.22;40.79;2.65;9.40;1.72;0.92
170.37;457.56;99.80;39.14;11.89;46.13;7.18;5.93;169.67;451.75;100.34;40.56;2.32;9.87;1.66;1.19
172.49;446.39;98.29;39.27;12.83;36.18;9.63;4.77;169.86;452.98;99.99;40.33;2.54;8.34;1.90;1.32
162.24;457.78;101.29;40.83;15.49;46.88;10.74;4.00;168.43;453.25;100.59;40.19;4.28;8.50;1.69;1.19
174.83;430.35;99.86;40.69;16.76;42.52;10.28;4.59;169.15;450.87;100.41;40.37;5.10;12.88;1.71;1.18
166.93;447.95;99.64;38.15;16.54;47.66;10.06;5.42;169.37;448.01;99.78;39.62;4.94;11.19;1.06;1.13
170.29;447.11;102.25;41.22;12.50;43.68;10.26;4.79;169.35;445.92;100.27;40.03;4.93;9.86;1.54;1.29
172.70;441.17;99.35;40.06;12.53;47.68;9.16;4.64;169.40;444.87;100.48;40.19;4.97;10.07;1.24;1.22
167.49;401.38;102.56;39.54;12.35;69.71;9.96;6.28;170.45;433.59;100.73;39.93;3.37;19.33;1.54;1.18
168.32;368.31;102.25;38.66;17.38;53.51;7.34;4.60;169.15;421.18;101.21;39.53;2.36;35.27;1.57;1.20
171.62;426.02;94.83;38.97;13.13;65.99;9.01;5.14;170.08;416.80;100.25;39.69;2.19;32.35;3.30;1.01
169.66;444.80;97.77;38.30;16.30;59.97;12.63;4.59;178.80;452.68;100.76;39.37;7.51;18.20;2.80;1.52
168.86;435.26;101.20;39.55;12.76;52.50;10.98;5.24;177.92;446.57;100.54;38.93;8.51;17.81;2.69;0.82
170.50;432.52;101.15;40.10;13.35;46.98;12.62;4.87;174.87;437.61;100.12;39.35;7.70;5.44;2.30;0.77
169.52;449.36;99.34;38.99;13.34;52.79;10.51;5.63;171.43;439.09;99.42;39.38;4.04;7.53;1.73;0.74
169.27;459.53;98.53;40.30;17.32;49.95;10.19;5.45;169.56;444.29;99.60;39.45;0.61;10.94;1.54;0.82
168.34;445.08;101.06;38.21;16.42;40.67;7.83;4.51;169.30;444.35;100.26;39.43;0.81;10.94;1.24;0.85
167.28;451.14;98.97;40.15;18.80;48.98;10.53;4.28;168.98;447.53;99.81;39.55;1.22;9.90;1.21;0.91
173.86;439.31;99.87;40.61;16.52;52.00;9.41;4.29;169.66;448.88;99.55;39.65;2.51;7.50;0.97;1.01
174.69;450.25;101.22;38.00;14.81;50.56;8.74;5.19;170.69;449.06;99.93;39.45;3.36;7.52;1.20;1.24
169.09;454.42;98.28;38.56;15.01;47.40;10.06;5.01;170.65;448.04;99.88;39.10;3.38;5.92;1.28;1.19
169.16;458.59;103.13;40.55;10.35;57.47;9.84;4.58;170.82;450.74;100.29;39.57;3.26;7.18;1.93;1.21
170.58;459.37;96.97;39.71;15.78;46.98;9.33;3.37;171.47;452.39;99.89;39.48;2.64;8.17;2.42;1.18
165.35;468.68;102.74;40.89;16.27;48.70;9.87;5.14;169.77;458.26;100.47;39.54;3.36;6.87;2.73;1.25
163.72;449.20;100.03;39.44;15.74;50.79;7.98;4.71;167.58;458.05;100.23;39.83;2.90;7.18;2.70;0.93
173.41;452.42;101.53;40.37;12.49;45.34;8.51;4.66;168.44;457.65;100.88;40.19;3.92;7.49;2.50;0.60
171.74;444.65;101.44;39.34;17.25;49.38;7.28;4.74;168.96;454.86;100.54;39.95;4.20;9.40;2.22;0.66
173.38;449.97;100.76;39.38;10.36;47.04;8.26;4.45;169.52;452.98;101.30;39.88;4.64;9.21;1.01;0.70
172.64;444.94;96.99;40.45;16.47;45.92;10.56;4.46;170.98;448.24;100.15;39.80;4.11;3.36;1.87;0.56
175.65;448.11;100.98;40.87;11.44;44.52;7.47;4.75;173.36;448.02;100.34;40.08;1.45;3.32;1.90;0.69
176.53;451.06;99.15;41.10;17.02;53.10;9.25;4.02;173.99;447.75;99.86;40.23;2.03;2.89;1.82;0.82
169.68;443.40;95.25;40.99;20.19;44.03;9.69;6.35;173.57;447.50;98.62;40.56;2.70;3.26;2.47;0.70
170.09;458.41;100.58;37.52;13.88;38.12;9.98;5.31;172.92;449.18;98.59;40.19;3.13;5.94;2.44;1.51
172.26;438.21;99.70;39.35;15.12;51.48;9.93;5.14;172.84;447.84;99.13;39.97;3.14;7.66;2.29;1.54
164.92;440.28;98.88;40.45;14.51;43.44;12.69;4.32;170.70;446.27;98.71;39.88;4.22;8.36;2.04;1.49
173.15;442.10;105.89;39.81;12.55;44.46;9.87;5.35;170.02;444.48;100.06;39.62;3.20;8.03;3.84;1.33
165.83;478.94;99.82;40.47;19.87;54.65;10.56;4.85;169.25;451.59;100.97;39.52;3.72;17.26;2.81;1.21
169.73;449.54;101.95;41.23;16.06;39.95;9.61;6.04;169.18;449.81;101.25;40.26;3.70;16.83;2.83;0.72
170.91;450.07;104.21;39.63;17.98;53.22;12.15;5.22;168.91;452.18;102.15;40.32;3.46;15.58;2.93;0.63
175.11;456.42;99.60;39.71;13.94;49.48;8.21;5.31;170.94;455.41;102.29;40.17;3.53;14.10;2.74;0.68
170.57;453.90;98.37;39.23;14.22;41.15;9.52;4.42;170.43;457.77;100.79;40.06;3.31;12.17;2.30;0.80
169.60;456.42;100.44;40.65;16.20;60.54;11.51;4.43;171.18;453.27;100.91;40.09;2.26;3.33;2.25;0.82
170.57;452.34;102.36;38.00;14.93;44.67;9.51;4.30;171.35;453.83;101.00;39.44;2.16;2.73;2.31;0.96
166.39;448.25;100.81;40.13;15.35;45.26;9.79;5.86;170.45;453.47;100.32;39.54;3.12;3.39;1.48;1.01
172.54;409.12;100.67;42.45;13.31;67.56;10.93;7.39;169.93;444.01;100.53;40.09;2.25;19.73;1.42;1.66
169.58;364.84;99.01;48.87;11.45;57.90;10.67;5.25;169.74;426.19;100.66;42.02;2.22;39.18;1.19;4.15
171.60;418.75;98.85;46.66;17.51;60.58;11.51;6.00;170.14;418.66;100.34;43.22;2.37;35.35;1.45;4.51
173.83;449.06;100.37;38.84;17.16;63.24;10.93;3.19;170.79;418.00;99.94;43.39;2.91;34.59;0.94;4.27
162.59;446.50;104.67;40.06;18.41;53.56;10.28;5.53;170.03;417.65;100.72;43.38;4.44;34.21;2.35;4.29
169.90;446.36;99.28;41.20;14.02;62.91;8.90;5.63;169.50;425.10;100.44;43.13;4.21;35.90;2.44;4.39
167.07;448.03;100.50;40.13;13.53;39.53;9.68;5.13;169.00;441.74;100.74;41.38;4.35;12.90;2.31;3.07
167.47;460.02;97.46;40.18;15.87;58.08;10.85;4.99;168.17;449.99;100.46;40.08;4.12;5.72;2.65;0.84
173.26;446.81;99.39;40.22;14.96;39.17;7.83;4.84;168.06;449.54;100.26;40.36;3.93;5.89;2.70;0.47
170.73;441.64;100.58;46.05;13.38;42.10;10.72;6.06;169.69;448.57;99.44;41.56;2.53;6.84;1.26;2.55
175.24;455.75;100.39;50.54;14.71;40.33;10.70;4.03;170.76;450.45;99.66;43.42;3.56;7.35;1.32;4.72
167.21;457.74;98.92;43.71;13.45;53.73;7.25;6.22;170.78;452.39;99.35;44.14;3.53;7.82;1.26;4.35
169.47;454.33;95.75;40.87;15.26;45.12;13.51;4.85;169.96;457.04;110.56;40.59;2.93;6.57;13.14;0.31
166.55;453.88;101.62;39.40;12.31;61.67;9.53;4.81;169.18;457.49;110.55;40.29;3.27;6.18;13.15;0.57
172.73;452.77;99.93;38.13;16.34;58.51;8.85;3.89;170.18;454.71;106.29;39.88;3.47;3.63;12.24;1.13
188.47;448.76;100.28;41.06;11.91;37.38;12.16;4.99;174.39;454.13;100.96;39.95;8.47;4.39;4.14;1.21
187.56;444.56;98.04;40.82;14.50;37.66;9.20;4.11;176.96;450.86;99.12;40.06;10.33;4.15;2.28;1.26
170.72;465.33;98.75;40.67;16.32;56.01;9.56;5.01;177.21;453.06;99.72;40.01;10.12;7.78;1.39;1.23
170.26;453.71;97.80;40.80;15.14;48.47;9.26;3.67;177.95;453.03;98.96;40.29;9.24;7.77;1.11;1.22
170.79;422.24;102.32;39.23;14.16;38.77;8.66;6.15;177.56;446.92;99.44;40.51;9.55;15.84;1.88;0.73
168.66;443.42;99.55;38.09;12.65;53.07;8.73;3.86;173.60;445.85;99.29;39.92;7.85;15.86;1.83;1.22
168.92;451.24;100.61;37.88;17.23;57.71;10.99;4.24;169.87;447.19;99.80;39.33;1.01;16.01;1.74;1.38
168.20;455.91;102.24;39.96;17.01;49.51;9.24;4.34;169.37;445.30;100.50;39.19;1.11;13.73;1.91;1.23
168.90;449.45;101.34;39.34;16.53;42.55;9.87;5.76;169.09;444.45;101.21;38.90;0.99;13.20;1.16;0.88
172.22;463.98;101.34;40.71;14.08;48.05;6.78;3.86;169.38;452.80;101.02;39.20;1.62;7.69;1.00;1.21
170.96;457.78;99.70;40.25;15.20;65.33;9.61;4.70;169.84;455.67;101.05;39.63;1.68;5.74;0.95;1.10
166.79;444.08;100.06;38.79;16.66;49.63;9.20;5.22;169.42;454.24;100.94;39.81;2.17;7.69;1.04;0.76
170.06;450.75;100.45;41.07;13.82;54.74;8.89;4.18;169.79;453.21;100.58;40.03;2.07;7.75;0.74;0.95
171.57;438.57;100.76;39.79;18.52;38.24;9.44;4.87;170.32;451.03;100.46;40.12;2.13;10.21;0.63;0.89
167.39;461.43;97.79;40.28;12.61;56.91;11.42;5.97;169.36;450.52;99.75;40.04;2.15;9.43;1.17;0.83
170.47;451.32;99.67;40.47;17.76;45.75;9.38;5.28;169.26;449.23;99.75;40.08;2.06;8.60;1.17;0.85
170.91;470.99;100.24;37.54;11.90;49.77;8.80;5.21;170.08;454.61;99.78;39.83;1.60;12.23;1.18;1.36
173.30;445.33;99.43;39.46;15.58;58.91;9.35;4.11;170.73;453.53;99.58;39.51;2.15;12.88;1.13;1.17
168.98;458.70;102.15;40.85;14.58;48.89;6.78;4.16;170.21;457.55;99.86;39.72;2.21;9.81;1.58;1.32
165.34;425.31;100.14;40.90;10.95;57.35;7.86;4.93;169.80;450.33;100.33;39.84;2.94;16.95;1.07;1.41
171.16;447.50;101.36;41.03;13.17;44.55;9.27;5.41;169.94;449.57;100.67;39.95;2.99;16.98;1.08;1.49
168.62;468.63;99.40;39.14;13.49;40.45;9.71;5.47;169.48;449.09;100.50;40.27;2.98;16.25;1.22;0.90
172.72;438.37;99.99;40.20;11.10;47.56;8.28;5.07;169.36;447.70;100.61;40.42;2.80;16.94;1.12;0.79
170.71;450.30;102.94;39.54;15.15;44.09;11.56;4.60;169.71;446.02;100.77;40.16;2.85;15.96;1.41;0.83
165.97;439.54;100.56;39.43;14.64;39.03;9.06;4.23;169.84;448.87;100.85;39.87;2.61;12.16;1.37;0.76
176.82;457.62;98.53;40.49;12.32;59.60;10.82;3.68;170.97;450.89;100.28;39.76;4.12;12.71;1.67;0.56
175.96;460.84;97.97;39.94;16.19;37.61;8.14;4.71;172.44;449.33;100.00;39.92;4.38;10.22;1.95;0.45
170.66;435.57;99.89;37.09;12.40;54.48;9.44;4.02;172.03;448.77;99.98;39.30;4.44;11.02;1.95;1.30
167.80;448.46;101.02;39.96;15.39;34.64;10.78;4.72;171.44;448.40;99.59;39.38;4.83;10.99;1.31;1.34
168.19;462.28;100.71;39.69;15.34;46.22;10.21;5.69;171.89;452.95;99.63;39.43;4.27;11.11;1.34;1.34
170.51;448.33;97.33;40.05;17.47;39.15;12.72;6.12;170.63;451.09;99.39;39.34;3.26;10.91;1.65;1.27
174.65;459.60;100.61;39.17;15.30;54.85;10.50;4.97;170.36;450.85;99.91;39.19;2.73;10.64;1.50;1.22
171.12;460.12;100.73;40.94;10.94;53.94;9.94;5.23;170.45;455.76;100.08;39.96;2.75;6.80;1.55;0.64
168.34;453.53;100.48;41.11;15.24;49.62;9.78;5.41;170.56;456.77;99.97;40.19;2.63;5.73;1.48;0.82
164.68;452.74;102.65;38.19;10.87;43.78;11.27;4.93;169.86;454.87;100.36;39.89;3.68;4.98;1.91;1.23
163.91;451.97;102.67;41.31;13.13;47.60;9.14;4.70;168.54;455.59;101.43;40.14;4.48;3.94;1.13;1.39
168.61;452.68;98.32;39.04;12.19;56.80;9.27;4.40;167.33;454.21;100.97;40.12;2.99;3.35;1.81;1.41
170.47;458.55;99.02;41.20;18.58;63.84;9.54;4.00;167.20;453.90;100.63;40.17;2.79;2.66;2.01;1.45
168.00;476.07;100.99;38.60;12.10;62.60;10.11;5.65;167.13;458.40;100.73;39.67;2.76;10.23;2.02;1.48
172.30;435.30;116.21;39.95;18.34;55.72;14.92;5.75;168.66;454.92;103.44;40.02;3.14;14.66;7.34;1.23
163.33;434.71;124.50;39.72;14.48;50.62;7.38;4.47;168.54;451.46;107.81;39.70;3.36;17.31;11.86;1.00
172.52;424.76;105.32;39.93;12.18;37.41;13.62;6.22;169.33;445.88;109.21;39.88;3.81;20.95;10.83;0.93
168.17;445.60;102.28;41.29;10.76;46.25;11.24;4.14;168.16;448.87;99.63;40.63;2.12;8.59;2.20;1.02
168.01;458.36;99.49;40.37;16.65;50.63;9.18;4.88;167.83;450.49;99.31;40.65;1.95;9.62;2.04;1.01
168.83;453.17;100.82;40.36;15.24;55.01;11.45;5.88;167.43;453.65;100.02;40.85;1.28;6.23;1.75;0.76
177.33;440.47;102.57;39.77;14.49;47.85;9.94;4.03;169.65;449.53;100.54;40.41;4.43;6.88;2.09;0.55
163.08;453.57;104.23;39.48;13.26;42.63;8.72;6.33;169.08;450.24;101.88;40.26;5.15;7.12;1.80;0.70
166.51;452.03;96.78;42.42;10.86;45.39;10.36;5.68;168.75;451.52;100.78;40.48;5.28;6.64;2.86;1.15
170.95;447.09;102.12;39.85;14.72;52.57;9.86;6.18;169.34;449.26;101.30;40.38;5.34;5.56;2.81;1.18
173.24;436.12;101.65;39.63;16.96;49.56;9.38;5.09;170.22;445.85;101.47;40.23;5.59;7.47;2.80;1.23
182.11;447.26;98.24;40.54;13.05;40.42;12.46;5.21;171.18;447.21;100.60;40.38;7.27;6.83;3.03;1.21
183.45;448.69;102.02;40.63;18.46;44.53;11.34;4.92;175.25;446.24;100.16;40.61;7.30;5.99;2.48;1.10
176.60;449.95;99.41;40.08;15.36;52.81;11.55;5.93;177.27;445.82;100.69;40.15;5.44;5.55;1.76;0.43
165.07;438.92;97.49;40.37;19.74;50.10;8.11;4.86;176.10;444.19;99.76;40.25;7.42;6.24;2.01;0.40
171.03;435.74;98.31;40.59;14.73;49.44;9.65;7.54;175.65;444.11;99.09;40.44;7.69;6.36;1.77;0.22
170.72;438.40;99.81;41.41;13.31;48.60;8.35;4.30;173.38;442.34;99.41;40.61;6.95;6.50;1.72;0.49
174.54;449.12;99.81;40.19;10.79;61.63;10.31;5.57;171.59;442.43;98.97;40.53;4.40;6.61;1.03;0.53
170.73;459.13;100.73;41.45;13.10;40.38;10.07;4.58;170.42;444.26;99.23;40.80;3.40;9.75;1.30;0.59
173.53;450.49;99.27;40.81;13.77;68.12;9.54;5.19;172.11;446.57;99.59;40.89;1.80;9.53;0.89;0.54
169.59;456.44;101.08;40.03;14.05;47.99;11.25;4.19;171.82;450.71;100.14;40.78;2.10;8.03;0.74;0.66
170.07;444.67;97.28;41.48;13.58;41.49;10.71;3.61;171.69;451.97;99.63;40.79;2.21;5.80;1.50;0.68
169.06;450.45;98.04;39.28;14.29;75.27;11.75;4.09;170.60;452.24;99.28;40.61;1.75;5.67;1.65;0.95
168.00;444.15;98.52;39.97;11.06;48.12;9.14;3.81;170.05;449.24;98.84;40.31;2.09;5.04;1.45;0.85
168.69;443.04;101.64;40.12;17.66;62.15;9.41;4.18;169.08;447.75;99.31;40.18;0.80;5.64;1.93;0.80
168.49;443.58;100.36;40.91;11.11;51.89;11.49;4.95;168.86;445.18;99.17;40.35;0.78;3.01;1.79;0.86
169.15;452.32;95.86;38.45;14.03;53.77;10.02;5.00;168.68;446.71;98.88;39.75;0.47;4.34;2.22;0.93
166.93;443.90;100.58;39.72;16.45;50.28;9.01;4.85;168.25;445.40;99.39;39.83;0.85;3.89;2.27;0.89
168.75;443.45;101.90;39.03;16.79;54.55;10.70;3.64;168.40;445.26;100.07;39.65;0.86;3.96;2.44;0.95
167.23;438.65;100.79;39.06;13.97;57.91;10.51;4.76;168.11;444.38;99.90;39.43;0.98;4.94;2.33;0.94
171.51;431.74;99.31;39.53;16.87;58.04;12.93;4.08;168.71;442.01;99.69;39.16;1.83;7.56;2.33;0.50
172.85;366.06;100.92;38.80;9.79;45.29;12.62;5.43;169.45;424.76;100.70;39.23;2.62;33.18;0.93;0.38
168.82;382.05;99.86;38.43;15.91;64.15;10.97;4.20;169.83;412.39;100.56;38.97;2.28;35.69;1.00;0.40
170.41;469.04;100.62;40.02;14.49;41.90;8.80;5.21;170.16;417.51;100.30;39.17;2.21;42.46;0.69;0.62
174.54;452.88;102.28;39.49;15.04;59.36;12.18;4.98;171.62;420.36;100.60;39.25;2.20;44.65;1.13;0.63
171.24;447.52;102.52;39.98;16.20;55.28;8.36;3.50;171.57;423.51;101.24;39.34;2.21;46.18;1.13;0.71
169.67;435.35;101.38;40.17;13.53;46.90;9.45;4.64;170.93;437.37;101.33;39.62;2.20;33.21;1.12;0.71
167.40;432.33;97.98;37.75;14.74;55.63;11.15;4.15;170.65;447.43;100.96;39.48;2.60;14.76;1.83;1.00
165.70;383.13;98.61;40.77;16.60;47.99;10.71;4.32;169.71;430.24;100.55;39.63;3.43;27.67;2.12;1.15
173.53;362.28;109.81;40.44;17.79;53.28;15.97;4.71;169.51;412.12;102.06;39.82;3.09;37.17;4.73;1.20
169.28;445.29;123.37;40.83;17.06;45.87;10.74;5.48;169.11;411.67;106.23;39.99;2.94;36.65;10.68;1.28
173.16;454.80;115.19;39.82;12.22;49.70;14.71;4.61;169.81;415.56;108.99;39.92;3.47;40.61;10.90;1.28
171.38;451.30;103.07;37.84;13.58;53.80;11.51;5.41;170.61;419.36;110.01;39.94;3.22;43.36;9.79;1.24
173.47;460.32;100.23;41.16;9.79;57.46;13.36;4.29;172.16;434.80;110.33;40.02;1.84;40.91;9.34;1.32
171.60;439.55;97.99;39.55;10.87;40.60;8.97;5.21;171.78;450.25;107.97;39.84;1.67;8.10;10.87;1.30
169.05;434.80;96.83;40.36;15.13;54.13;9.84;6.74;171.73;448.16;102.66;39.74;1.76;10.66;7.39;1.23
171.95;454.96;100.15;39.54;12.44;38.55;9.03;5.46;171.49;448.19;99.65;39.69;1.59;10.68;2.40;1.23
167.95;439.94;101.86;40.00;14.80;51.23;9.40;6.26;170.81;445.91;99.41;40.12;2.25;11.06;1.99;0.67
168.47;457.99;100.55;40.55;11.80;44.74;10.51;6.48;169.81;445.45;99.48;40.00;1.84;10.32;2.03;0.46
167.10;457.05;101.20;39.93;17.94;49.28;6.91;4.20;168.91;448.95;100.12;40.07;1.85;10.78;1.95;0.40
166.55;457.72;101.25;40.30;13.99;41.08;10.51;4.81;168.40;453.53;101.00;40.06;2.12;7.69;0.67;0.39
169.55;451.93;99.79;39.50;14.94;45.35;9.71;6.78;167.93;452.93;100.93;40.06;1.17;7.67;0.79;0.40
166.90;435.31;100.60;38.55;14.98;46.10;11.60;5.44;167.71;452.00;100.68;39.77;1.26;9.65;0.60;0.79
169.26;456.45;97.32;41.39;14.83;37.53;8.60;5.03;167.87;451.69;100.03;39.93;1.42;9.44;1.63;1.04
172.34;438.99;100.97;40.58;15.00;58.32;8.78;4.58;168.92;448.08;99.98;40.07;2.34;10.29;1.59;1.08
167.97;446.16;103.77;41.75;13.28;50.37;10.89;6.42;169.21;445.77;100.49;40.36;2.05;8.77;2.32;1.33
169.89;448.05;97.42;39.65;14.71;45.08;11.76;4.85;169.27;444.99;100.01;40.39;2.07;8.24;2.71;1.31
173.68;433.20;99.43;38.85;12.77;54.92;7.97;4.82;170.63;444.57;99.78;40.45;2.33;8.89;2.70;1.20
