principal component 1;principal component 2;model;age;Risk
3.184368432;-3.998682008;model4;19;high
-6.502812656;0.924207203;model4;19;high
-9.892434358;2.430841104;model4;19;high
30.84493466;-12.0841768;model4;19;high
84.91502301;-14.20678934;model4;19;high
60.38461404;8.551961655;model4;19;high
3.820936791;41.96157414;model4;19;high
18.48447553;33.28915763;model4;19;high
-2.179114762;41.6780019;model4;19;high
0.355458485;11.74762642;model4;19;high
-4.442202163;-3.654257024;model3;14;low
2.627411494;-6.851570093;model3;14;low
-12.756364;-1.479944131;model3;14;low
-14.15992217;-0.285489659;model3;14;low
3.985191155;-7.029877783;model3;14;low
-22.28210734;9.888577619;model3;14;low
-2.482090923;-5.314200531;model3;14;low
-8.222222923;-1.213394991;model3;14;low
-12.27220811;0.435916004;model3;14;low
-30.62334958;6.508445083;model3;14;low
-11.25015415;-3.155521372;model3;14;low
-1.435327129;-8.40150271;model3;14;low
-17.40007229;-0.390120388;model3;14;low
-0.152019226;-6.592791507;model3;14;low
0.963470469;-5.886929974;model3;14;low
2.306621992;-5.406993321;model3;14;low
-2.664425614;-3.008832888;model3;14;low
-15.39063436;5.96858215;model3;14;low
12.3594766;-7.090936096;model3;14;low
77.21975914;-15.8723744;model3;14;low
74.23182904;0.467443506;model3;14;low
-3.80110092;46.88130386;model3;14;low
26.86203353;29.89545393;model3;14;low
-7.314503564;48.66147299;model3;14;low
-10.55711749;26.99764565;model3;14;low
0.883031861;-7.580909461;model3;14;low
-17.10894787;4.578392462;model3;14;low
-8.391341968;-5.35315749;model3;14;intermediate
-6.377025847;-4.031710419;model3;14;intermediate
-11.86551596;-1.171319392;model3;14;intermediate
-16.04751738;-4.283094922;model3;14;intermediate
-7.096453682;-8.000108729;model3;14;intermediate
-1.332547226;-8.576298591;model3;14;intermediate
0.872600349;-7.50888893;model3;14;intermediate
20.64565141;-9.687503371;model3;14;intermediate
0.982227585;1.651701409;model3;14;intermediate
-4.279647664;4.69467;model3;14;intermediate
0.61761439;1.749551336;model3;14;intermediate
-10.60732335;7.373811216;model3;14;intermediate
-19.56614632;1.334084676;model3;14;intermediate
-4.190690722;-7.51447246;model3;14;intermediate
-10.65544972;-4.380189791;model3;14;intermediate
-13.54007948;-4.371491664;model3;14;high
-12.45246834;-4.502475937;model3;14;high
-9.249665636;-6.477979332;model3;14;high
-21.81932885;-1.075841275;model3;14;high
-3.490512238;-8.792381352;model3;14;high
-7.487552226;-5.381164459;model3;14;high
-3.391777594;-6.108415119;model3;14;high
0.037197742;-6.176297249;model3;14;high
-22.06915878;8.744863143;model3;14;high
-12.64961288;0.192408311;model3;14;high
-1.930255678;-5.519514777;model3;14;high
-19.41971155;2.77926713;model3;14;high
3.067700331;-8.775955987;model3;14;high
55.99505418;-14.18524166;model3;14;high
72.69486706;-6.628981507;model3;14;high
40.28286133;16.06199716;model3;14;high
-9.275076466;3.188479459;model3;14;low
-14.04222508;5.49320056;model3;14;low
5.068071291;-7.265729365;model3;14;low
-8.829347664;-2.880826721;model3;14;low
2.243923137;-6.488873735;model3;14;low
-13.97424887;3.310292607;model3;14;low
-6.383045113;-1.061835103;model3;14;low
-10.47000765;-2.668064338;model3;14;low
-1.504797778;-6.543542629;model3;14;low
-3.202698172;-7.27899464;model3;14;low
-15.04303655;-0.627821699;model3;14;low
6.383392866;-8.017260472;model3;14;low
-15.83627903;3.894588162;model3;14;low
-10.43086411;-0.497583117;model3;14;low
3.270415194;-6.676373106;model3;14;low
-9.370710287;0.697777535;model3;14;low
-18.74113403;1.087232971;model3;14;low
-9.822511725;-3.69988551;model3;14;low
-0.060465028;-6.295238552;model3;14;low
-12.32086651;-3.769373232;model3;14;low
-7.247194951;-5.287936706;model3;14;low
-11.17213904;-4.225354406;model3;14;low
-5.520387925;-6.584695406;model3;14;low
-21.26960855;0.695771426;model3;14;low
-9.140885923;-5.289457846;model3;14;low
-2.735523675;-7.402782457;model3;14;low
-15.07988526;-1.175091185;model3;14;low
-16.6713417;-2.565589806;model3;14;low
-6.519839009;-6.265385501;model3;14;low
-20.09141045;1.020726804;model3;14;low
-15.59717046;-6.22227305;model3;14;low
-14.17621753;-6.300707676;model3;14;low
17.09895408;-11.5686742;model3;14;low
-7.537144899;1.609501175;model3;14;low
-10.76365128;4.332428093;model3;14;low
12.32516811;-5.122316366;model3;14;low
12.14508001;-2.274621283;model3;14;low
2.21019363;-0.912560358;model3;14;low
9.542947947;-3.603546919;model3;14;low
-2.024673768;2.146934564;model3;14;low
-8.772559774;4.049769914;model3;14;low
-8.985637618;0.238966866;model3;14;low
-1.800883222;-4.225510296;model3;14;low
-3.022033132;-7.71569422;model3;14;low
6.649364082;-8.649811673;model3;14;intermediate
-6.569955035;-1.100706941;model3;14;intermediate
-19.22374541;8.292211573;model3;14;intermediate
-9.364808195;0.428058068;model3;14;intermediate
4.658879193;-6.157767877;model3;14;intermediate
5.329149466;-6.739918389;model3;14;intermediate
-14.96163881;4.485364417;model3;14;intermediate
5.261683698;-4.668261343;model3;14;intermediate
-8.375526152;3.89720493;model3;14;intermediate
-5.436858898;-1.435931694;model3;14;intermediate
-5.61956037;-4.840720548;model3;14;intermediate
14.65578339;-9.224297782;model3;14;intermediate
8.091517404;-4.253808318;model3;14;intermediate
-5.315526165;3.524137081;model3;14;intermediate
-7.291201931;4.987054597;model3;14;intermediate
-6.407145701;3.935892759;model3;14;high
-9.618853807;-2.038254342;model3;14;high
-2.175580272;-9.469774417;model3;14;high
4.200531221;-9.102951445;model3;14;high
-6.211510872;-2.205133879;model3;14;high
2.11097368;-5.674850923;model3;14;high
-21.41692996;10.51604617;model3;14;high
-13.85343391;4.109410903;model3;14;high
-8.582803886;-3.71567203;model3;14;high
-12.48988845;-2.540788866;model3;14;high
-13.49980336;-6.520521056;model3;14;high
-10.99506612;-7.869009993;model3;14;high
-17.02677561;-4.489135688;model3;14;high
1.594907666;-9.871006504;model3;14;high
-6.152309606;-4.56787192;model3;14;high
-8.515346438;-2.998503093;model3;14;high
23.51547409;32.76799394;model3;6;intermediate
-2.157678135;48.13445802;model3;6;intermediate
3.256332877;35.5772845;model3;6;intermediate
-14.86366463;7.504728311;model3;6;intermediate
-15.54411437;-3.24045594;model3;6;intermediate
-0.955436467;-11.31546476;model3;6;intermediate
-6.681324922;-5.689155213;model3;6;intermediate
-12.20763474;-2.428026563;model3;6;intermediate
-11.26707371;-2.747805218;model3;6;intermediate
1.033750139;-7.493545355;model3;6;intermediate
-0.506339072;-6.656022643;model3;6;intermediate
-14.79251724;1.255568879;model3;6;intermediate
-10.08174778;-0.859609913;model3;6;intermediate
1.046082269;-5.763250096;model3;6;intermediate
3.138987748;-6.503872317;model3;6;high
-14.91468818;1.605974148;model3;6;high
-4.02549321;-3.937658072;model3;6;high
5.427519524;-6.357858356;model3;6;high
-11.58200867;2.359690883;model3;6;high
-12.95829067;-0.201288031;model3;6;high
-2.965262475;-4.449401993;model3;6;high
-7.383663559;-3.177654314;model3;6;high
-14.05720327;-4.709529613;model3;6;high
-6.88299921;-7.177769733;model3;6;high
-14.62558821;-1.746094911;model3;6;high
-0.420085258;-8.689992247;model3;6;high
-7.914989652;-4.562864798;model3;6;high
86.34137153;-18.23383383;model3;6;high
101.2788404;-4.275833316;model3;6;high
60.15387266;24.31403961;model3;6;high
22.52684599;29.16614299;model4;1;low
11.36522981;35.66645058;model4;1;low
10.73172197;29.4242956;model4;1;low
-14.02837363;11.08638725;model4;1;low
-2.380297209;-6.318423606;model4;1;low
-10.01967663;-4.679267515;model4;1;low
-21.70047225;2.251874415;model4;1;low
-13.10659164;-3.691184163;model4;1;low
-4.685158993;-6.122501356;model4;1;low
-6.058889028;-6.966275828;model4;1;low
2.742131108;-7.93181517;model4;1;low
16.00604574;-9.430817584;model4;1;low
12.6138266;-4.902334992;model4;1;low
-4.125052943;5.207506229;model4;1;low
13.72362941;-3.271387978;model4;1;low
4.160563589;2.712818479;model4;1;low
-16.88699643;11.45086113;model4;1;low
-6.862557703;1.158861991;model4;1;low
-1.024079152;-1.799607828;model4;1;low
2.553760641;-7.217215528;model4;1;low
3.686449032;-5.572507766;model4;1;low
25.33335977;-9.879998484;model4;1;low
6.292204384;1.973870135;model4;1;low
9.670304851;-0.278633451;model4;1;low
-2.74837913;6.968771972;model4;1;low
-5.818417109;8.476467618;model4;1;low
-13.59819863;2.890365621;model4;1;low
-5.929613122;-3.812414487;model4;1;low
-26.12914632;2.709504886;model4;1;low
-7.421462951;-7.502888375;model4;1;low
0.509738858;-8.222462226;model4;1;low
-14.39032552;1.041471099;model4;1;low
-15.14490457;0.096185789;model4;1;low
0.195225393;-6.89882244;model4;1;low
-6.799248814;-1.944138501;model4;1;low
-8.06093329;-4.547414225;model4;1;low
-11.81165952;-2.495725895;model4;1;low
-7.073125608;-5.03839119;model4;1;low
-13.39570749;-5.785228959;model4;1;low
-2.562389723;-9.143985664;model4;1;low
-8.209901548;-5.174596831;model4;1;low
-19.01283803;1.786836142;model4;1;low
-6.823970364;-5.009530336;model4;1;low
-22.56917201;5.052856081;model4;1;low
-8.229916109;-6.676920741;model4;1;low
2.634291092;-9.005435216;model4;1;low
-23.27269677;6.319933914;model4;1;low
-16.66765903;0.895322928;model4;1;low
3.025080112;-6.616402534;model4;1;low
-4.064473788;-1.963546574;model4;1;low
3.522485051;-6.364466196;model4;1;low
-5.209514269;-1.615534779;model4;1;low
3.858967748;-5.360442524;model4;1;low
-4.129363077;-3.6661066;model4;1;low
4.622075115;-6.942914009;model4;1;low
-9.364372784;0.3374501;model4;1;low
5.663936407;-6.12315033;model4;1;low
-7.400887063;-0.253382261;model4;1;low
2.319665369;-4.643480208;model4;1;low
0.098402399;-4.889330052;model4;1;low
17.95845643;-8.401701162;model4;1;low
5.412136558;-2.037513536;model4;1;low
-1.678294914;1.239917322;model4;1;low
10.28450903;-3.907929119;model4;1;low
-20.71107276;16.53054111;model4;1;low
-14.91708231;6.193370359;model4;1;low
-9.543751101;0.161447115;model4;1;low
-10.47662599;-1.708111129;model4;1;low
2.497781436;-10.58075419;model4;1;low
-16.01048051;0.484090351;model4;1;low
-16.38159443;0.542979887;model4;1;low
-20.82686352;2.699158247;model4;1;low
-13.09631511;-1.958981179;model4;1;low
-5.804752354;-10.47909809;model4;1;low
0.647029412;-8.726401636;model4;1;low
-15.03041103;1.555080144;model4;1;low
0.155807841;-6.144537814;model4;1;low
2.558462404;-5.171318286;model4;1;low
-1.799919025;-3.004158072;model4;1;low
-8.735637089;-1.402340276;model4;1;low
-4.997655586;-3.210072916;model4;1;low
-10.348311;-2.551765082;model4;1;low
-6.326236911;-7.063314729;model4;1;low
-3.950906958;-8.114604628;model4;1;low
2.522755429;-8.597417204;model4;1;low
-13.28156442;1.663914693;model4;1;low
1.839630471;-5.32892667;model4;1;low
-5.090347683;-2.291839774;model4;1;low
-10.38218833;0.006355516;model4;1;low
15.00880317;-10.08154536;model4;1;intermediate
-4.886803484;1.903464001;model4;1;intermediate
-4.86845548;0.112322496;model4;1;intermediate
-8.734930644;2.441522449;model4;1;intermediate
-2.817623342;-0.860931816;model4;1;intermediate
-4.042148328;-8.076888905;model4;1;intermediate
-20.73970339;3.259119544;model4;1;intermediate
-8.588366768;-4.592237811;model4;1;intermediate
-9.125354843;-3.655798607;model4;1;intermediate
2.438385758;-8.010010673;model4;1;intermediate
-5.475821912;-3.904046409;model4;1;intermediate
-15.77357808;2.528208315;model4;1;intermediate
-14.16449012;0.192162095;model4;1;intermediate
-4.504874705;-4.048021794;model4;1;intermediate
-1.845328847;-7.852127044;model4;1;intermediate
4.166519133;-8.275508993;model4;1;high
2.529663813;-5.478322515;model4;1;high
-9.54862381;2.338454671;model4;1;high
0.498831056;-3.486080286;model4;1;high
2.923208871;-4.981772027;model4;1;high
-8.328641599;-0.977221653;model4;1;high
0.13791345;-6.034752813;model4;1;high
-2.656599725;-4.854085533;model4;1;high
-11.38060375;-0.310395548;model4;1;high
1.34487936;-7.530359669;model4;1;high
-22.5649939;8.769811354;model4;1;high
-19.08432073;3.69839914;model4;1;high
-12.01673927;-3.221370103;model4;1;high
45.67956748;-14.82286352;model4;1;high
90.80714811;-12.76254266;model4;1;high
32.11901981;26.04411675;model4;1;high
-24.34838593;12.2623431;model3;11;low
-9.796547988;3.015013466;model3;11;low
-2.584197113;-0.77690275;model3;11;low
51.99047758;-13.81408303;model3;11;low
80.03467203;-8.954151479;model3;11;low
54.4362348;12.00037597;model3;11;low
106.9904436;-2.173697421;model3;11;low
79.0870099;12.51190609;model3;11;low
25.09013793;47.81658353;model3;11;low
19.90896472;41.95633001;model3;11;low
28.10503109;32.80266847;model3;11;low
4.6782124;18.44089364;model3;11;low
-7.991911019;-2.944248721;model3;11;low
-10.87743518;-1.222417934;model3;11;low
2.386134664;-6.801064866;model3;11;low
5.105383793;-8.152713458;model3;11;low
2.981972588;-5.219445861;model3;11;low
6.513169194;-5.363931813;model3;11;low
6.699114226;-6.52582282;model3;11;low
-1.45776746;-1.110073153;model3;11;low
-0.799455302;-2.523856662;model3;11;low
11.11227126;-7.300854755;model3;11;low
-13.71108294;7.773578061;model3;11;low
-7.571651109;0.667132755;model3;11;low
-6.914128868;0.271152283;model3;11;low
-5.441218257;-1.517443673;model3;11;low
-8.968716689;-6.559825603;model3;11;low
-7.704178789;-7.967820014;model3;11;low
-9.991783182;-7.331681885;model3;11;low
-4.764451471;-8.714009612;model3;11;low
-23.42554207;5.295012461;model3;11;low
-5.874991252;-4.926855333;model3;11;low
19.63136405;-9.904117582;model3;11;low
69.70550899;-13.77549215;model3;11;low
69.28502137;-0.036060614;model3;11;low
9.060393809;35.25731913;model3;11;low
25.79468651;24.94026025;model3;11;low
9.836151616;33.35410619;model3;11;low
18.48735847;11.43644507;model3;11;low
-12.34015401;4.421030928;model3;11;low
-3.927576366;-0.323335006;model3;11;low
7.047034423;-6.60721523;model3;11;low
-11.2003595;3.725971213;model3;11;low
-17.28057205;2.934092786;model3;11;low
103.7473885;-20.81424126;model3;11;low
78.76445556;8.04997256;model3;11;low
16.61884947;44.13062078;model3;11;low
10.3903396;47.16231919;model3;11;low
-1.518927055;55.23565091;model3;11;low
-1.449538547;19.96347778;model3;11;low
-12.99133338;-7.31485936;model3;11;low
-7.263453593;-7.969447468;model3;11;low
0.189315095;-7.820417681;model3;11;low
22.38488584;-11.07947121;model3;11;low
-6.378356159;6.141625126;model3;11;low
6.911931468;0.453804547;model3;11;low
-6.417656553;8.095764374;model3;11;low
4.662550653;1.494347714;model3;11;low
-5.117881484;-3.933216702;model3;11;low
6.820261858;-7.336439728;model3;11;low
-7.283997359;-0.915533211;model3;11;low
-17.66341191;6.447018234;model3;11;low
-16.81528656;3.211630401;model3;11;low
-8.510176258;-1.939178707;model3;11;low
7.496997182;-11.01175831;model3;11;low
1.67403995;-4.935988908;model3;11;low
-15.11753338;5.895286023;model3;11;low
2.726561495;-3.454994294;model3;11;low
-12.57957662;5.985015297;model3;11;low
-18.94987415;3.520154834;model3;11;low
-4.352093975;-6.995452584;model3;11;low
-18.52793991;1.709677732;model3;11;low
-6.043927582;-7.727691175;model3;11;low
26.4612468;-11.78562594;model3;11;low
-10.36979273;10.27420344;model3;11;low
-3.177753679;4.158242963;model3;11;low
-8.560661897;8.323594158;model3;11;low
-3.557312444;4.836252641;model3;11;low
-10.87833698;-7.237321504;model3;11;low
0.328946702;-9.282939284;model3;11;low
-12.7142981;-2.518591014;model3;11;low
17.63194758;-10.33382235;model3;11;low
-8.585190414;5.451719838;model3;11;low
-3.062800612;2.36005711;model3;11;low
4.726151226;-2.414793925;model3;11;low
11.16323067;-2.995593396;model3;11;low
12.08790712;-7.009772103;model3;11;low
-0.742142877;1.027481437;model3;11;low
3.359660925;-2.199657318;model3;11;low
-9.396252625;5.804894576;model3;11;low
-2.374310012;-0.517472173;model3;11;low
-20.36830253;5.286945665;model3;11;low
-5.751112488;-4.431047553;model3;11;low
-2.894396544;-6.8979355;model3;11;low
2.900810354;-7.065913076;model3;11;low
-3.29737851;-3.052493264;model3;11;low
0.317306899;-6.553020393;model3;11;low
-14.19780772;4.468640627;model3;11;low
-3.77925136;-2.567890489;model3;11;low
-12.18315447;-0.915166431;model3;11;low
1.1771739;-7.076891345;model3;11;low
-10.56632595;-3.029994236;model3;11;low
-14.60458062;-0.953075251;model3;11;low
-0.515305751;-7.673866674;model3;11;low
-0.190335542;-5.228899447;model3;11;low
2.445287134;-6.581145484;model3;11;low
-16.08670046;5.109121882;model3;11;low
-0.211206739;-3.506960101;model3;11;low
-9.320387051;0.026204987;model3;11;low
-12.10961373;-0.832938834;model3;11;low
-3.557001389;-7.42675508;model3;11;low
4.600574736;-8.286173151;model3;11;low
-17.71409688;3.37773439;model3;11;low
5.356488738;-6.10822004;model3;11;low
6.139470184;-4.291212452;model3;11;low
0.144929169;-0.751207234;model3;11;low
-8.42501768;2.205051982;model3;11;low
10.45269595;-6.718120415;model3;11;low
-11.55967537;4.394462462;model3;11;low
-15.06310385;3.518144681;model3;11;low
-2.291363414;-3.843373031;model3;11;low
2.769583063;-4.608558691;model3;11;low
-18.04656517;2.124244686;model3;11;low
2.025707993;-6.303804602;model3;11;low
2.243339929;-4.77358407;model3;11;low
-8.971064368;1.267170645;model3;11;low
-17.63981645;4.14091213;model3;11;low
-30.07297628;12.20250234;model3;11;low
-3.955578199;-5.555325313;model3;11;low
-0.659894753;-7.252837926;model3;11;low
-4.277736683;-3.297210134;model3;11;low
-13.51500012;2.437733575;model3;11;low
-26.03115403;9.255298862;model3;11;low
0.671632655;-5.613442568;model3;11;low
-8.527223078;-3.664133914;model3;11;low
-8.929362028;-4.025848625;model3;11;low
-2.077473732;-4.843480292;model3;11;low
-4.312430257;-5.869821211;model3;11;low
-0.261422373;-8.345985015;model3;11;low
-9.930811883;-2.492189761;model3;11;low
0.592635155;-6.994355609;model3;11;low
-5.990461765;-2.958737708;model3;11;low
-13.84017087;1.357044592;model3;11;low
17.75854401;-10.67729772;model3;11;low
-12.89060229;8.068902998;model3;11;low
15.4300605;-5.057436758;model3;11;low
13.8927029;-1.581997317;model3;11;low
-0.247494171;7.249580963;model3;11;low
6.181344276;-0.612915879;model3;11;low
2.221608086;0.895928656;model3;11;low
4.366992434;-3.905595117;model3;11;low
-1.314966488;-4.792944926;model3;11;low
-2.390331236;-4.781147625;model3;11;low
6.795075592;-8.196381429;model3;11;low
3.341532002;-4.882965042;model3;11;low
-4.858539893;-1.128071955;model3;11;low
-7.646110171;0.96172086;model3;11;low
-7.677577926;0.147979134;model3;11;low
-21.56225761;5.492579812;model3;11;low
-2.064975341;-7.87174622;model3;11;low
-2.814923322;-6.393017574;model3;11;low
-11.18544078;-1.731674172;model3;11;low
-5.533151481;-4.406853191;model3;11;low
3.267138763;-7.646502663;model3;11;low
3.660665123;-6.593176007;model3;11;low
-20.47681839;8.588070914;model3;11;low
3.799079762;-3.384067288;model3;11;low
6.609446212;-3.929687912;model3;11;low
-2.466960843;0.093045849;model3;11;low
2.722400684;-3.69165247;model3;11;low
6.39143325;-6.621066902;model3;11;low
-4.059564732;-0.365235562;model3;11;low
-17.20696864;6.251952996;model3;11;low
8.499363333;-5.763546712;model3;11;low
3.704060812;-3.282472971;model3;11;low
-3.533251653;-0.624205651;model3;11;low
3.265469911;-3.607589639;model3;11;low
-15.56637674;8.519942175;model3;11;low
1.35222681;-4.751356559;model3;11;low
-2.560524165;-3.460148114;model3;11;intermediate
3.255667903;-4.905692218;model3;11;intermediate
-13.43762044;2.736662634;model3;11;intermediate
-17.1530567;5.583196578;model3;11;intermediate
-3.415169304;-4.633325035;model3;11;intermediate
-18.68631317;2.093019557;model3;11;intermediate
0.59414364;-9.429697541;model3;11;intermediate
-0.252097172;-6.001102552;model3;11;intermediate
-19.69907505;6.604257006;model3;11;intermediate
-15.10768324;1.467069762;model3;11;intermediate
-11.64929969;-0.174743022;model3;11;intermediate
-6.76121066;-5.538351995;model3;11;intermediate
-21.8516697;-2.334554988;model3;11;intermediate
-1.609605202;-9.203044862;model3;11;intermediate
3.232634483;-7.841441246;model3;11;intermediate
-3.784123841;-2.770061658;model3;11;high
1.687508799;-4.826964511;model3;11;high
-4.929962217;-1.908819478;model3;11;high
5.080465003;-7.011599739;model3;11;high
5.914329083;-6.149089525;model3;11;high
-16.58545947;7.809292218;model3;11;high
2.09952365;-3.549083724;model3;11;high
-2.665200562;-0.075018981;model3;11;high
-6.037876775;-1.627076631;model3;11;high
-12.18696956;-1.200147913;model3;11;high
8.305558914;-8.491976247;model3;11;high
-15.74602708;3.273694089;model3;11;high
-12.54380452;0.149188021;model3;11;high
48.1783575;-13.72847701;model3;11;high
90.27131458;-11.4024933;model3;11;high
49.83655084;17.62518015;model3;11;high
-6.401553524;-5.637253106;model4;18;intermediate
19.97553093;-11.05892498;model4;18;intermediate
13.76556734;-3.971363295;model4;18;intermediate
4.526088095;2.339112062;model4;18;intermediate
10.28894827;0.310545643;model4;18;intermediate
-2.108099415;7.89157493;model4;18;intermediate
-3.026815534;0.622296406;model4;18;intermediate
-12.97301047;1.980158661;model4;18;intermediate
-9.390760985;-2.355845957;model4;18;intermediate
-20.27725938;-1.971246491;model4;18;intermediate
-4.354353468;-8.16934277;model4;18;intermediate
-5.401495048;-7.292928405;model4;18;intermediate
6.413338082;-8.700632974;model4;18;intermediate
-4.970166163;-1.321025449;model4;18;intermediate
-7.376008732;-1.322529903;model4;18;high
-10.99849856;0.378901394;model4;18;high
0.030580489;-5.178470843;model4;18;high
-8.63411703;-5.206749537;model4;18;high
0.99767227;-8.058769778;model4;18;high
3.116755502;-6.536690117;model4;18;high
-18.48168453;6.881037872;model4;18;high
-6.530660905;-1.706450394;model4;18;high
-12.73865513;2.069189024;model4;18;high
-16.73111704;0.363983389;model4;18;high
-16.27014168;-6.322655558;model4;18;high
2.368005722;-10.36387208;model4;18;high
-0.146179272;-6.791599731;model4;18;high
53.89117696;-14.14319827;model4;18;high
72.94892715;-6.817536945;model4;18;high
38.03547949;16.23384882;model4;18;high
18.96589962;44.80133549;model3;9;intermediate
19.01597893;43.49239603;model3;9;intermediate
31.6205576;24.09198483;model3;9;intermediate
19.14691305;-1.819561754;model3;9;intermediate
1.124251528;1.739679949;model3;9;intermediate
-10.39334708;9.017268877;model3;9;intermediate
-6.098285987;5.507683291;model3;9;intermediate
3.910138166;-3.220476494;model3;9;intermediate
-9.273916608;-2.728916059;model3;9;intermediate
4.447700672;-8.122543584;model3;9;intermediate
7.451163459;-6.909817434;model3;9;intermediate
-15.19974334;7.606410517;model3;9;intermediate
-5.082765507;-0.048699769;model3;9;intermediate
-4.518434345;0.478889165;model3;9;intermediate
-3.384386008;-3.054421244;model3;9;high
-4.580172215;-6.433507348;model3;9;high
-14.5979186;-1.814334396;model3;9;high
-15.67545477;-1.791270877;model3;9;high
-6.626014154;-6.117288893;model3;9;high
-10.69678887;-5.551277191;model3;9;high
-4.859519628;-8.325557937;model3;9;high
-7.533374594;-6.309463476;model3;9;high
-5.551575806;-6.969955139;model3;9;high
6.794233761;-9.352973626;model3;9;high
-8.723579488;0.249835976;model3;9;high
-11.56278098;0.918254369;model3;9;high
-3.643133185;-3.708360601;model3;9;high
60.03607281;-14.76493542;model3;9;high
75.89416441;-6.478736034;model3;9;high
43.56493328;16.88083096;model3;9;high
38.39055482;16.26764995;model3;9;intermediate
19.57431466;25.83176646;model3;9;intermediate
10.75696532;18.64584821;model3;9;intermediate
1.846839479;5.601907418;model3;9;intermediate
5.548339747;0.248238703;model3;9;intermediate
-8.165635259;-1.301161036;model3;9;intermediate
0.030338474;-6.351668421;model3;9;intermediate
6.149262991;-7.561706506;model3;9;intermediate
-19.3118088;9.291762916;model3;9;intermediate
2.793968448;-4.34273677;model3;9;intermediate
-10.2293429;3.235812396;model3;9;intermediate
-2.675824698;-1.99397213;model3;9;intermediate
-8.498453631;-3.124198832;model3;9;intermediate
-3.909592381;-6.029943675;model3;9;intermediate
-1.348764382;-7.571199223;model3;9;high
-17.93644982;2.407316784;model3;9;high
9.24227712;-8.45344775;model3;9;high
25.85498429;-8.419621853;model3;9;high
94.35403793;-15.66304744;model3;9;high
59.46770201;12.18743892;model3;9;high
25.12430095;31.65742996;model3;9;high
21.2489565;33.77447414;model3;9;high
2.926094677;43.05939495;model3;9;high
-2.306801137;13.80255651;model3;9;high
-11.69516004;-1.033068436;model3;9;high
-7.061470064;-6.391421013;model3;9;high
19.30934473;-12.15601519;model3;9;high
2.517324633;-0.078506249;model3;9;high
-10.7782375;8.154963128;model3;9;high
5.732924801;-0.259051595;model3;9;high
-10.10177396;0.073693036;model1;16;intermediate
0.662467479;-6.554156429;model1;16;intermediate
8.40453881;-8.13267808;model1;16;intermediate
4.203826294;-4.380381843;model1;16;intermediate
16.60944191;-7.157616636;model1;16;intermediate
7.769897261;-2.709860051;model1;16;intermediate
2.964752641;0.732569441;model1;16;intermediate
3.728633386;-1.379876702;model1;16;intermediate
-4.415969168;3.704452778;model1;16;intermediate
0.661773709;-4.79828957;model1;16;intermediate
-8.310229759;-2.430551115;model1;16;intermediate
2.536533512;-7.273993768;model1;16;intermediate
-0.269038365;-6.049225751;model1;16;intermediate
-6.32021861;-2.166875101;model1;16;intermediate
-13.12156652;1.713170484;model1;16;high
-8.964821397;-0.831463416;model1;16;high
1.977122601;-8.006343115;model1;16;high
-19.6619179;3.285428844;model1;16;high
-3.408592986;-5.993703242;model1;16;high
-6.09648418;-2.856568389;model1;16;high
-4.366149332;-3.711213437;model1;16;high
7.384454151;-8.459426582;model1;16;high
-18.48570822;6.652456562;model1;16;high
-15.5904183;3.813475232;model1;16;high
2.103980046;-4.562639508;model1;16;high
-14.50802947;4.078852099;model1;16;high
11.14027625;-10.13452466;model1;16;high
45.28147783;-11.41693605;model1;16;high
86.59283116;-11.33728486;model1;16;high
46.07537019;17.25406747;model1;16;high
3.408700469;-6.921091124;model3;2;low
-7.129633406;-0.960085576;model3;2;low
-10.18271159;-0.60155777;model3;2;low
-10.96853504;-1.581803207;model3;2;low
0.850164035;-7.179680518;model3;2;low
3.08986664;-8.095561084;model3;2;low
-6.218359957;-2.592869166;model3;2;low
-15.76531105;4.462056421;model3;2;low
-2.989482344;-3.136235469;model3;2;low
-12.18264684;0.2150849;model3;2;low
-18.58596115;0.008923088;model3;2;low
-5.764196599;-7.758252279;model3;2;low
-1.864758333;-7.456298628;model3;2;low
-13.0386283;-1.765932869;model3;2;low
-8.029429421;-4.028396816;model3;2;low
-8.413204736;-4.22057208;model3;2;low
-19.56609639;1.286599463;model3;2;low
-2.916153862;-8.734713597;model3;2;low
-1.630806092;-7.340713381;model3;2;low
2.722457056;-6.194289239;model3;2;low
11.46060546;-7.020565852;model3;2;low
-14.06847374;8.458102508;model3;2;low
4.234880736;-1.871514843;model3;2;low
-12.00464368;5.839012212;model3;2;low
-3.920948482;-0.053193857;model3;2;low
3.263122148;-7.945015335;model3;2;low
1.322347965;-4.90153429;model3;2;low
3.237959576;-5.676775002;model3;2;low
-0.329693628;-3.811688966;model3;2;low
-15.2610892;7.255292064;model3;2;low
-7.528952338;-0.362681641;model3;2;low
-7.706890398;-1.516439902;model3;2;low
-5.159208838;-6.299209684;model3;2;low
-13.04416777;-4.521254443;model3;2;low
-8.202782748;-7.241338828;model3;2;low
-4.971102435;-7.941439793;model3;2;low
-5.781102577;-6.876878013;model3;2;low
2.142983842;-8.728435571;model3;2;low
-2.933951357;-4.234479013;model3;2;low
-11.44573227;0.722632373;model3;2;low
-16.35023416;3.153147272;model3;2;low
11.12359605;-8.339224273;model3;2;low
-22.45702876;9.054578496;model3;2;low
4.961462987;-4.821337516;model3;2;low
4.844703547;-2.673134031;model3;2;intermediate
-15.13935641;10.51924725;model3;2;intermediate
